Order ID,Customer ID,SalesPerson,Order Date,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Shipping Amount,Ship Mode,Product Container,Ship Date
59552,C618,Bob,13/01/2015,Not Specified,SKU333,39,7.45,0,6.28,Regular Air,Small Box,14/01/2015
12580,C208,Bob,13/01/2015,Low,SKU417,50,172.99,0.1,19.99,Regular Air,Small Box,15/01/2015
28289,C127,John,14/01/2015,High,SKU564,31,4.98,0.01,4.75,Regular Air,Small Box,15/01/2015
20961,C459,John,14/01/2015,Not Specified,SKU1076,34,199.99,0.06,24.49,Regular Air,Large Box,16/01/2015
58599,C233,Bob,14/01/2015,Critical,SKU055,49,113.98,0.06,30,Delivery Truck,Jumbo Drum,15/01/2015
58599,C233,Bob,14/01/2015,Critical,SKU058,19,120.98,0,30,Delivery Truck,Jumbo Drum,15/01/2015
2213,C671,Richard,14/01/2015,Not Specified,SKU645,6,5.78,0.08,8.09,Regular Air,Small Box,15/01/2015
23586,C051,John,14/01/2015,Medium,SKU703,32,6.48,0.03,5.74,Regular Air,Small Box,17/01/2015
19524,C030,John,14/01/2015,Critical,SKU871,9,10.23,0.07,4.68,Regular Air,Small Pack,15/01/2015
37250,C312,Richard,14/01/2015,High,SKU494,13,35.94,0.03,6.66,Regular Air,Small Box,15/01/2015
37125,C677,Richard,14/01/2015,High,SKU844,46,1.48,0,0.7,Regular Air,Wrap Bag,15/01/2015
21574,C263,Bob,15/01/2015,Critical,SKU992,33,2.12,0,1.99,Regular Air,Small Pack,16/01/2015
15079,C267,John,15/01/2015,Medium,SKU1027,45,80.98,0,7.18,Regular Air,Small Box,18/01/2015
15079,C267,Bob,15/01/2015,Medium,SKU640,23,48.91,0.01,5.97,Regular Air,Small Box,16/01/2015
2852,C482,Bob,15/01/2015,Critical,SKU721,10,6.48,0.02,8.19,Regular Air,Small Box,15/01/2015
2852,C482,Richard,15/01/2015,Critical,SKU1146,42,115.99,0.06,4.23,Regular Air,Small Box,16/01/2015
26182,C242,Bob,16/01/2015,Not Specified,SKU006,30,150.98,0.01,66.27,Delivery Truck,Jumbo Box,19/01/2015
26182,C242,Richard,16/01/2015,Not Specified,SKU046,4,200.98,0.08,23.76,Delivery Truck,Jumbo Drum,16/01/2015
4545,C602,Richard,16/01/2015,Not Specified,SKU560,33,4,0.08,1.3,Regular Air,Wrap Bag,18/01/2015
4545,C602,John,16/01/2015,Not Specified,SKU694,4,6.48,0.06,8.74,Regular Air,Small Box,17/01/2015
36161,C142,John,16/01/2015,Critical,SKU355,6,4.49,0.03,1.49,Regular Air,Small Box,17/01/2015
8642,C594,Richard,16/01/2015,High,SKU449,26,5.8,0.09,5.59,Regular Air,Small Box,17/01/2015
8642,C594,Richard,16/01/2015,High,SKU521,13,10.35,0.04,0.99,Regular Air,Small Box,17/01/2015
55139,C095,John,17/01/2015,Not Specified,SKU763,26,3.28,0.08,0.98,Regular Air,Wrap Bag,18/01/2015
18853,C296,Richard,17/01/2015,Critical,SKU822,33,6.68,0.03,1.5,Regular Air,Wrap Bag,19/01/2015
55139,C095,John,17/01/2015,Not Specified,SKU868,41,13.9,0.04,7.59,Regular Air,Small Pack,18/01/2015
34753,C066,John,18/01/2015,Not Specified,SKU1187,7,20.99,0.09,0.99,Regular Air,Wrap Bag,20/01/2015
50048,C143,Richard,18/01/2015,High,SKU765,14,2.58,0.09,1.3,Regular Air,Wrap Bag,20/01/2015
50048,C143,Bob,18/01/2015,High,SKU866,1,6.84,0.05,8.37,Regular Air,Small Pack,20/01/2015
39267,C670,Bob,18/01/2015,High,SKU196,26,17.78,0.08,5.03,Regular Air,Small Box,20/01/2015
39267,C670,Bob,18/01/2015,High,SKU906,46,28.28,0.09,13.99,Regular Air,Medium Box,19/01/2015
24610,C216,John,18/01/2015,Not Specified,SKU046,4,200.98,0.01,23.76,Delivery Truck,Jumbo Drum,20/01/2015
35139,C458,John,18/01/2015,High,SKU1121,3,3502.14,0.05,8.73,Delivery Truck,Jumbo Box,19/01/2015
35139,C458,Bob,18/01/2015,High,SKU808,25,34.58,0.05,8.99,Regular Air,Small Pack,20/01/2015
35139,C458,Bob,18/01/2015,High,SKU939,32,12.21,0.07,4.81,Regular Air,Small Box,20/01/2015
35139,C458,Richard,18/01/2015,High,SKU371,29,8.69,0.02,2.99,Regular Air,Small Box,19/01/2015
54497,C613,Richard,19/01/2015,Not Specified,SKU933,1,142.86,0.07,19.99,Regular Air,Small Box,22/01/2015
29185,C641,Richard,20/01/2015,High,SKU281,8,56.96,0.03,13.22,Regular Air,Small Box,21/01/2015
29185,C641,Richard,20/01/2015,High,SKU214,48,8.37,0.04,10.16,Express Air,Large Box,22/01/2015
29185,C641,John,20/01/2015,High,SKU622,5,40.99,0.02,17.48,Express Air,Small Box,22/01/2015
55398,C463,John,20/01/2015,Medium,SKU310,24,4.48,0.07,49,Regular Air,Large Box,22/01/2015
20934,C090,Richard,20/01/2015,Critical,SKU1122,5,264.98,0.09,17.86,Delivery Truck,Jumbo Drum,21/01/2015
55398,C463,Richard,20/01/2015,Medium,SKU821,21,2.1,0.04,0.7,Regular Air,Wrap Bag,21/01/2015
34661,C565,Bob,20/01/2015,Critical,SKU179,26,33.98,0.09,19.99,Regular Air,Small Box,22/01/2015
25155,C389,Bob,20/01/2015,Low,SKU181,48,19.94,0,14.87,Regular Air,Large Box,27/01/2015
25155,C389,Richard,20/01/2015,Low,SKU607,17,6.69,0.08,3.1,Regular Air,Wrap Bag,27/01/2015
25155,C389,Bob,20/01/2015,Low,SKU669,3,4.98,0.01,5.49,Express Air,Small Box,25/01/2015
42405,C706,Bob,21/01/2015,High,SKU650,13,5.98,0.08,5.15,Regular Air,Small Box,23/01/2015
35812,C066,Bob,22/01/2015,Critical,SKU055,24,113.98,0.08,30,Delivery Truck,Jumbo Drum,24/01/2015
35812,C066,John,22/01/2015,Critical,SKU985,2,30.73,0.09,4,Regular Air,Small Box,24/01/2015
35812,C066,Richard,22/01/2015,Critical,SKU658,19,47.9,0.08,5.86,Regular Air,Small Box,24/01/2015
44999,C546,Bob,22/01/2015,Medium,SKU722,17,6.48,0.09,7.49,Regular Air,Small Box,23/01/2015
640,C734,Bob,22/01/2015,High,SKU019,39,120.98,0.02,58.64,Delivery Truck,Jumbo Box,23/01/2015
640,C734,Richard,22/01/2015,High,SKU659,24,18.97,0.01,9.54,Regular Air,Small Box,23/01/2015
24135,C250,Bob,22/01/2015,Low,SKU432,12,30.44,0.1,1.49,Regular Air,Small Box,24/01/2015
55270,C253,John,22/01/2015,Medium,SKU368,1,29.17,0.02,6.27,Regular Air,Small Box,23/01/2015
49925,C005,Bob,22/01/2015,High,SKU803,1,2.88,0.06,0.7,Regular Air,Wrap Bag,23/01/2015
41472,C332,Bob,23/01/2015,Low,SKU338,48,5.38,0.01,7.57,Express Air,Small Box,30/01/2015
13958,C375,Bob,23/01/2015,Low,SKU1193,11,85.99,0.06,0.99,Regular Air,Wrap Bag,1/02/2015
44295,C023,Bob,23/01/2015,Medium,SKU1238,47,115.99,0.07,2.5,Regular Air,Small Box,25/01/2015
38048,C739,John,24/01/2015,High,SKU1142,42,65.99,0.1,5.63,Regular Air,Small Box,24/01/2015
38048,C739,John,24/01/2015,High,SKU106,47,5.77,0.05,5.92,Regular Air,Medium Box,25/01/2015
14661,C458,Richard,24/01/2015,Not Specified,SKU1001,38,35.77,0.06,9.02,Regular Air,Small Box,25/01/2015
40162,C605,Bob,24/01/2015,Critical,SKU654,28,55.98,0.03,5.15,Regular Air,Small Box,26/01/2015
14819,C126,Bob,25/01/2015,Not Specified,SKU321,48,207.48,0.09,0.99,Regular Air,Small Box,27/01/2015
14819,C126,John,25/01/2015,Not Specified,SKU014,27,58.14,0.07,36.61,Delivery Truck,Jumbo Box,26/01/2015
2305,C492,Bob,25/01/2015,High,SKU930,11,120.33,0.01,19.99,Regular Air,Small Box,25/01/2015
34785,C382,Richard,25/01/2015,Critical,SKU232,45,400.98,0.01,42.52,Delivery Truck,Jumbo Box,28/01/2015
1253,C738,Richard,25/01/2015,Critical,SKU911,15,31.98,0.05,6.72,Regular Air,Small Box,25/01/2015
2305,C492,Bob,25/01/2015,High,SKU007,33,100.98,0.1,57.38,Delivery Truck,Jumbo Box,27/01/2015
2305,C492,John,25/01/2015,High,SKU644,1,6.68,0.01,5.66,Regular Air,Small Box,26/01/2015
27680,C222,Richard,26/01/2015,Critical,SKU270,32,10.89,0.1,4.5,Regular Air,Small Box,27/01/2015
27680,C222,John,26/01/2015,Critical,SKU714,19,6.48,0.01,6.6,Regular Air,Small Box,27/01/2015
27808,C536,Bob,26/01/2015,Low,SKU999,9,20.89,0.01,1.99,Express Air,Small Pack,2/02/2015
611,C062,Richard,26/01/2015,Critical,SKU940,47,17.7,0.04,9.47,Regular Air,Small Box,28/01/2015
24961,C442,Richard,26/01/2015,Low,SKU014,8,58.14,0.04,36.61,Delivery Truck,Jumbo Box,2/02/2015
44098,C390,John,27/01/2015,Low,SKU885,1,3.14,0.01,1.92,Regular Air,Wrap Bag,31/01/2015
5381,C253,Bob,28/01/2015,Low,SKU207,47,107.53,0.07,5.81,Regular Air,Medium Box,4/02/2015
5381,C253,John,28/01/2015,Low,SKU551,27,2.18,0.09,7.09,Regular Air,Wrap Bag,4/02/2015
27810,C407,Richard,28/01/2015,High,SKU526,32,6.3,0.02,0.5,Express Air,Small Box,30/01/2015
97,C184,John,28/01/2015,Medium,SKU519,26,2.89,0.03,0.5,Regular Air,Small Box,29/01/2015
30336,C135,Richard,29/01/2015,Medium,SKU919,28,193.17,0.06,19.99,Regular Air,Small Box,31/01/2015
13413,C421,Richard,29/01/2015,Critical,SKU591,29,4.98,0.04,4.7,Regular Air,Small Box,31/01/2015
31780,C519,Bob,29/01/2015,Medium,SKU276,17,42.98,0.08,4.62,Express Air,Small Box,31/01/2015
6279,C432,John,29/01/2015,Critical,SKU372,49,67.28,0.01,19.99,Regular Air,Small Box,31/01/2015
3461,C728,Richard,30/01/2015,Critical,SKU1192,47,55.99,0.1,1.25,Regular Air,Small Pack,1/02/2015
3461,C728,Richard,30/01/2015,Critical,SKU1238,35,115.99,0.08,2.5,Regular Air,Small Box,1/02/2015
52196,C005,Bob,30/01/2015,Not Specified,SKU507,1,3.08,0.08,0.99,Regular Air,Small Box,31/01/2015
52196,C005,Bob,30/01/2015,Not Specified,SKU1241,10,65.99,0.08,3.9,Regular Air,Small Box,1/02/2015
14375,C634,John,31/01/2015,Medium,SKU687,7,5.78,0.07,5.67,Regular Air,Small Box,1/02/2015
14338,C546,Bob,31/01/2015,Low,SKU1109,34,200.97,0.1,15.59,Delivery Truck,Jumbo Drum,7/02/2015
14375,C634,John,31/01/2015,Medium,SKU470,50,83.93,0.1,19.99,Regular Air,Small Box,1/02/2015
50304,C396,John,31/01/2015,Critical,SKU473,22,39.98,0.04,9.83,Regular Air,Small Box,2/02/2015
50304,C396,Richard,31/01/2015,Critical,SKU216,3,15.23,0.05,27.75,Delivery Truck,Jumbo Box,2/02/2015
12449,C055,Bob,31/01/2015,Medium,SKU1046,36,39.98,0.03,4,Regular Air,Small Box,2/02/2015
16166,C055,John,31/01/2015,Critical,SKU838,36,2.18,0.09,1.38,Regular Air,Wrap Bag,1/02/2015
58788,C161,Richard,1/02/2015,Low,SKU981,31,30.98,0.04,6.5,Regular Air,Small Box,3/02/2015
48642,C508,Bob,1/02/2015,High,SKU325,4,8.67,0.06,3.5,Regular Air,Small Box,3/02/2015
48642,C508,Bob,1/02/2015,High,SKU1025,5,100.98,0.02,7.18,Express Air,Small Box,2/02/2015
48642,C508,John,1/02/2015,High,SKU798,36,2.94,0,0.7,Regular Air,Wrap Bag,1/02/2015
48642,C508,John,1/02/2015,High,SKU1248,50,95.99,0.05,4.9,Express Air,Small Box,1/02/2015
8292,C257,Richard,1/02/2015,Not Specified,SKU468,18,15.74,0.02,1.39,Regular Air,Small Box,2/02/2015
27524,C360,John,1/02/2015,Not Specified,SKU715,50,6.48,0.02,7.37,Regular Air,Small Box,3/02/2015
43781,C170,Bob,2/02/2015,Not Specified,SKU499,45,10.94,0.05,1.39,Regular Air,Small Box,2/02/2015
43781,C170,John,2/02/2015,Not Specified,SKU363,21,40.98,0.02,2.99,Express Air,Small Box,3/02/2015
3687,C488,John,2/02/2015,Critical,SKU835,25,3.29,0.07,1.35,Regular Air,Wrap Bag,2/02/2015
52322,C398,Richard,2/02/2015,Low,SKU836,1,3.95,0.1,2,Regular Air,Wrap Bag,9/02/2015
55877,C272,Bob,2/02/2015,Not Specified,SKU528,40,3.08,0.01,0.99,Express Air,Small Box,4/02/2015
55877,C272,Bob,2/02/2015,Not Specified,SKU642,19,5.98,0.03,7.5,Regular Air,Small Box,3/02/2015
18307,C227,Bob,2/02/2015,Low,SKU584,23,19.98,0.08,8.68,Express Air,Small Box,6/02/2015
18307,C227,John,2/02/2015,Low,SKU824,34,7.08,0.03,2.35,Regular Air,Wrap Bag,2/02/2015
32164,C269,Richard,2/02/2015,Not Specified,SKU628,12,5.78,0.02,4.96,Regular Air,Small Box,3/02/2015
32164,C269,Richard,2/02/2015,Not Specified,SKU797,34,3.28,0.07,3.97,Regular Air,Wrap Bag,3/02/2015
32164,C269,John,2/02/2015,Not Specified,SKU247,23,296.18,0.1,54.12,Delivery Truck,Jumbo Box,3/02/2015
24197,C213,Bob,3/02/2015,Low,SKU990,41,55.94,0,6.55,Express Air,Small Box,10/02/2015
24197,C213,John,3/02/2015,Low,SKU1190,2,20.99,0.05,1.25,Regular Air,Small Pack,10/02/2015
56931,C234,Richard,3/02/2015,High,SKU1203,34,7.99,0.05,5.03,Regular Air,Medium Box,5/02/2015
27141,C594,Bob,4/02/2015,Not Specified,SKU136,25,19.04,0.03,6.38,Regular Air,Small Box,5/02/2015
27141,C594,Bob,4/02/2015,Not Specified,SKU890,28,59.76,0.06,9.71,Regular Air,Small Box,5/02/2015
12067,C758,John,4/02/2015,Critical,SKU367,45,5.74,0,5.01,Regular Air,Small Box,4/02/2015
12067,C758,John,4/02/2015,Critical,SKU102,6,9.48,0.05,3.72,Regular Air,Small Pack,5/02/2015
12067,C758,John,4/02/2015,Critical,SKU171,12,99.23,0.04,8.99,Regular Air,Small Pack,5/02/2015
12067,C758,Richard,4/02/2015,Critical,SKU578,9,7.64,0.01,5.83,Regular Air,Wrap Bag,5/02/2015
12067,C758,Richard,4/02/2015,Critical,SKU1218,7,65.99,0.08,19.99,Regular Air,Small Box,5/02/2015
10630,C603,John,4/02/2015,Medium,SKU014,44,58.14,0,36.61,Delivery Truck,Jumbo Box,6/02/2015
18055,C493,Richard,4/02/2015,Critical,SKU564,3,4.98,0.02,4.75,Regular Air,Small Box,6/02/2015
1222,C574,Bob,4/02/2015,Medium,SKU691,48,5.28,0.08,5.57,Regular Air,Small Box,4/02/2015
42500,C535,Bob,5/02/2015,Not Specified,SKU292,39,48.92,0.04,4.5,Regular Air,Small Box,7/02/2015
42500,C535,John,5/02/2015,Not Specified,SKU371,2,8.69,0.03,2.99,Regular Air,Small Box,7/02/2015
39110,C278,Bob,5/02/2015,Medium,SKU156,14,194.3,0.1,11.54,Regular Air,Large Box,5/02/2015
33703,C127,John,6/02/2015,Not Specified,SKU1013,4,60.98,0.08,1.99,Regular Air,Small Pack,7/02/2015
33703,C127,Richard,6/02/2015,Not Specified,SKU888,25,29.74,0,6.64,Regular Air,Small Box,7/02/2015
33703,C127,Bob,6/02/2015,Not Specified,SKU939,4,12.21,0.08,4.81,Express Air,Small Box,8/02/2015
42561,C087,Bob,6/02/2015,Low,SKU1178,15,85.99,0.07,2.5,Express Air,Small Box,8/02/2015
54276,C141,Bob,6/02/2015,Not Specified,SKU590,21,35.44,0,4.92,Regular Air,Small Box,7/02/2015
15397,C775,John,6/02/2015,Critical,SKU983,42,4.98,0,4.32,Express Air,Small Pack,8/02/2015
15397,C775,Richard,6/02/2015,Critical,SKU1054,29,40.98,0.07,6.5,Regular Air,Small Box,6/02/2015
15397,C775,John,6/02/2015,Critical,SKU734,43,2.6,0.01,2.4,Regular Air,Wrap Bag,7/02/2015
10913,C017,Bob,6/02/2015,Low,SKU071,27,180.98,0.03,30,Delivery Truck,Jumbo Drum,6/02/2015
7175,C331,John,7/02/2015,Critical,SKU011,10,70.98,0.05,26.74,Delivery Truck,Jumbo Box,9/02/2015
45542,C647,Richard,7/02/2015,High,SKU578,37,7.64,0.04,5.83,Express Air,Wrap Bag,10/02/2015
45542,C647,Richard,7/02/2015,High,SKU221,40,124.49,0.01,51.94,Delivery Truck,Jumbo Box,8/02/2015
34245,C309,John,7/02/2015,Medium,SKU675,42,4.28,0.05,4.79,Regular Air,Small Box,8/02/2015
36292,C155,John,7/02/2015,Critical,SKU674,21,4.98,0.05,7.54,Regular Air,Small Box,8/02/2015
36292,C155,John,7/02/2015,Critical,SKU692,37,22.84,0.09,16.87,Regular Air,Small Box,7/02/2015
10114,C533,Richard,8/02/2015,Critical,SKU356,39,3.58,0,5.47,Regular Air,Small Box,10/02/2015
7079,C104,Richard,8/02/2015,Medium,SKU051,44,280.98,0.01,57,Delivery Truck,Jumbo Drum,9/02/2015
7079,C104,John,8/02/2015,Medium,SKU561,18,6.48,0.03,5.94,Regular Air,Small Box,10/02/2015
30625,C603,Richard,8/02/2015,Critical,SKU402,37,12.53,0.04,7.17,Regular Air,Small Box,8/02/2015
30625,C603,Bob,8/02/2015,Critical,SKU125,24,105.29,0.06,10.12,Express Air,Large Box,10/02/2015
12704,C131,John,9/02/2015,Low,SKU1081,44,499.99,0.06,24.49,Regular Air,Large Box,9/02/2015
12704,C131,Bob,9/02/2015,Low,SKU966,28,20.98,0.02,53.03,Delivery Truck,Jumbo Drum,11/02/2015
44900,C399,John,9/02/2015,Medium,SKU562,4,11.19,0.08,5.03,Regular Air,Small Box,10/02/2015
20577,C593,Richard,9/02/2015,Critical,SKU423,15,39.06,0.05,10.55,Regular Air,Small Box,11/02/2015
6311,C045,Bob,10/02/2015,Medium,SKU1150,18,85.99,0.04,10.78,Regular Air,Small Box,13/02/2015
15014,C740,Richard,10/02/2015,Medium,SKU014,10,58.14,0.05,36.61,Delivery Truck,Jumbo Box,13/02/2015
20704,C414,Richard,10/02/2015,Low,SKU850,1,4.71,0.03,0.7,Regular Air,Wrap Bag,10/02/2015
20704,C414,Richard,10/02/2015,Low,SKU507,5,3.08,0.06,0.99,Regular Air,Small Box,15/02/2015
20704,C414,Richard,10/02/2015,Low,SKU952,38,419.19,0.09,19.99,Regular Air,Small Box,15/02/2015
47329,C315,John,10/02/2015,Low,SKU779,2,11.55,0.09,2.36,Express Air,Wrap Bag,15/02/2015
47329,C315,John,10/02/2015,Low,SKU665,16,4.98,0.03,4.72,Regular Air,Small Box,19/02/2015
7654,C628,Bob,10/02/2015,High,SKU501,3,4.13,0.06,6.89,Regular Air,Small Box,12/02/2015
3078,C597,Richard,11/02/2015,High,SKU052,1,291.73,0.1,48.8,Delivery Truck,Jumbo Drum,13/02/2015
20103,C741,Bob,11/02/2015,Medium,SKU1087,30,9.99,0,6.24,Regular Air,Medium Box,12/02/2015
20103,C741,Richard,11/02/2015,Medium,SKU988,25,30.42,0.1,8.65,Express Air,Small Box,13/02/2015
14245,C108,Bob,11/02/2015,Critical,SKU757,17,28.15,0.1,6.17,Regular Air,Small Pack,12/02/2015
3078,C597,Richard,11/02/2015,High,SKU800,12,2.88,0.05,0.7,Regular Air,Wrap Bag,12/02/2015
19555,C133,John,11/02/2015,Low,SKU672,36,6.68,0.08,7.3,Regular Air,Small Box,15/02/2015
