Order ID,Customer ID,SalesPerson,Order Date,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Shipping Amount,Ship Mode,Product Container,Ship Date
20805,C674,John,10/01/2016,High,SKU105,35,12.58,0.08,5.16,Regular Air,Small Box,12/01/2016
20805,C674,Bob,10/01/2016,High,SKU675,3,4.28,0.06,4.79,Regular Air,Small Box,11/01/2016
20805,C674,John,10/01/2016,High,SKU738,12,3.85,0.1,0.7,Regular Air,Wrap Bag,11/01/2016
42081,C157,Bob,10/01/2016,Low,SKU457,36,5.18,0.04,5.74,Regular Air,Small Box,15/01/2016
42081,C157,Richard,10/01/2016,Low,SKU499,3,10.94,0.08,1.39,Regular Air,Small Box,12/01/2016
42081,C157,Bob,10/01/2016,Low,SKU1161,26,65.99,0.02,8.8,Regular Air,Small Box,15/01/2016
41254,C550,Bob,10/01/2016,Critical,SKU207,17,107.53,0.08,5.81,Regular Air,Medium Box,12/01/2016
40420,C371,Bob,10/01/2016,High,SKU348,22,2.88,0.1,1.49,Regular Air,Small Box,12/01/2016
40420,C371,Bob,10/01/2016,High,SKU1184,50,20.99,0.08,0.99,Regular Air,Wrap Bag,12/01/2016
12773,C313,Richard,11/01/2016,Low,SKU340,6,2.78,0.07,1.49,Regular Air,Small Box,13/01/2016
12773,C313,John,11/01/2016,Low,SKU137,15,4.14,0.04,6.6,Regular Air,Small Box,20/01/2016
12773,C313,Richard,11/01/2016,Low,SKU717,19,6.48,0.05,7.86,Regular Air,Small Box,16/01/2016
12773,C313,Bob,11/01/2016,Low,SKU801,21,3.28,0.01,3.97,Regular Air,Wrap Bag,16/01/2016
21670,C398,Bob,11/01/2016,High,SKU174,24,78.69,0,19.99,Regular Air,Small Box,12/01/2016
46468,C789,John,11/01/2016,Critical,SKU388,46,165.98,0.08,19.99,Regular Air,Small Box,12/01/2016
46468,C789,John,11/01/2016,Critical,SKU974,41,39.48,0.08,1.99,Express Air,Small Pack,13/01/2016
46468,C789,Bob,11/01/2016,Critical,SKU712,1,6.48,0.04,5.4,Regular Air,Small Box,13/01/2016
4134,C051,Richard,11/01/2016,Critical,SKU018,48,130.98,0.01,54.74,Delivery Truck,Jumbo Box,13/01/2016
4134,C051,Bob,11/01/2016,Critical,SKU1045,23,30.97,0.02,4,Regular Air,Small Box,11/01/2016
29409,C669,Richard,13/01/2016,High,SKU978,23,1.7,0.09,1.99,Regular Air,Small Pack,15/01/2016
55815,C188,Richard,13/01/2016,High,SKU125,28,105.29,0.04,10.12,Express Air,Large Box,14/01/2016
18370,C638,Bob,13/01/2016,Low,SKU1188,41,35.99,0,5,Regular Air,Small Box,17/01/2016
21379,C146,Bob,14/01/2016,High,SKU043,35,150.89,0.05,60.2,Delivery Truck,Jumbo Drum,16/01/2016
49189,C113,John,15/01/2016,Critical,SKU487,32,7.64,0.06,1.39,Regular Air,Small Box,18/01/2016
46147,C542,Richard,15/01/2016,Critical,SKU408,37,24.92,0.01,12.98,Regular Air,Small Box,17/01/2016
46147,C542,John,15/01/2016,Critical,SKU456,39,7.1,0.08,6.05,Express Air,Small Box,17/01/2016
46147,C542,John,15/01/2016,Critical,SKU238,12,550.98,0.09,64.59,Delivery Truck,Jumbo Box,17/01/2016
19365,C282,John,16/01/2016,Medium,SKU701,29,5.98,0.03,5.2,Regular Air,Small Box,17/01/2016
25669,C040,Bob,16/01/2016,Critical,SKU511,12,3.69,0.02,0.5,Regular Air,Small Box,16/01/2016
46980,C552,Richard,17/01/2016,Critical,SKU526,34,6.3,0.01,0.5,Regular Air,Small Box,17/01/2016
11111,C319,Bob,17/01/2016,Medium,SKU130,7,41.47,0.1,34.2,Regular Air,Wrap Bag,19/01/2016
11111,C319,John,17/01/2016,Medium,SKU715,29,6.48,0.1,7.37,Regular Air,Small Box,19/01/2016
35780,C150,Bob,17/01/2016,Medium,SKU786,6,4.28,0.01,1.6,Regular Air,Wrap Bag,19/01/2016
28642,C602,Bob,18/01/2016,High,SKU450,41,5.28,0,2.99,Regular Air,Small Box,20/01/2016
28642,C602,Bob,18/01/2016,High,SKU1219,27,65.99,0,19.99,Regular Air,Small Box,20/01/2016
15719,C775,John,18/01/2016,Critical,SKU044,18,300.98,0.07,64.73,Delivery Truck,Jumbo Drum,19/01/2016
49987,C738,Richard,19/01/2016,High,SKU027,15,114.98,0.05,58.72,Delivery Truck,Jumbo Box,22/01/2016
49987,C738,John,19/01/2016,High,SKU235,4,212.6,0.03,52.2,Delivery Truck,Jumbo Box,22/01/2016
16096,C658,Richard,19/01/2016,High,SKU503,9,2.88,0,0.99,Express Air,Small Box,20/01/2016
10722,C241,Richard,19/01/2016,Not Specified,SKU699,8,4.28,0.01,5.68,Regular Air,Small Box,21/01/2016
49987,C738,Richard,19/01/2016,High,SKU1184,14,20.99,0.03,0.99,Regular Air,Wrap Bag,21/01/2016
36931,C064,John,19/01/2016,Not Specified,SKU786,46,4.28,0.1,1.6,Regular Air,Wrap Bag,19/01/2016
22561,C214,Bob,20/01/2016,Critical,SKU158,7,17.67,0.07,8.99,Regular Air,Small Pack,22/01/2016
22561,C214,Richard,20/01/2016,Critical,SKU325,50,8.67,0.03,3.5,Regular Air,Small Box,22/01/2016
22561,C214,John,20/01/2016,Critical,SKU1058,5,99.99,0.03,19.99,Express Air,Small Box,22/01/2016
57217,C013,Richard,21/01/2016,Medium,SKU774,35,11.66,0.06,7.95,Regular Air,Small Pack,23/01/2016
16837,C376,Bob,21/01/2016,Not Specified,SKU040,4,258.98,0.09,54.31,Delivery Truck,Jumbo Drum,22/01/2016
35399,C419,Richard,21/01/2016,Low,SKU336,38,4.91,0.04,5.68,Regular Air,Small Box,23/01/2016
6564,C047,Bob,21/01/2016,Low,SKU1023,26,15.98,0.01,4,Regular Air,Small Box,21/01/2016
2883,C642,Bob,22/01/2016,Low,SKU910,34,64.98,0.1,6.88,Regular Air,Small Box,24/01/2016
50208,C680,Bob,22/01/2016,Medium,SKU353,4,6.23,0.1,6.97,Express Air,Small Box,23/01/2016
21606,C776,Bob,22/01/2016,Not Specified,SKU1038,29,17.48,0.06,1.99,Regular Air,Small Pack,23/01/2016
21606,C776,Richard,22/01/2016,Not Specified,SKU1051,43,32.98,0.06,5.5,Express Air,Small Box,23/01/2016
9824,C750,John,22/01/2016,Critical,SKU292,39,48.92,0.03,4.5,Express Air,Small Box,24/01/2016
9824,C750,Richard,22/01/2016,Critical,SKU523,5,4.13,0,0.5,Regular Air,Small Box,24/01/2016
9824,C750,Richard,22/01/2016,Critical,SKU819,43,2.88,0.1,1.01,Regular Air,Wrap Bag,24/01/2016
49443,C574,John,23/01/2016,High,SKU775,41,9.85,0.05,4.82,Regular Air,Wrap Bag,24/01/2016
49761,C469,Bob,24/01/2016,Not Specified,SKU1137,45,23.99,0.07,6.3,Regular Air,Medium Box,25/01/2016
21890,C030,Richard,24/01/2016,Not Specified,SKU802,27,2.94,0.01,0.96,Regular Air,Wrap Bag,26/01/2016
47136,C219,Richard,24/01/2016,Medium,SKU446,18,4.82,0,1.49,Regular Air,Small Box,26/01/2016
386,C773,Richard,24/01/2016,High,SKU520,4,3.69,0.02,0.5,Regular Air,Small Box,26/01/2016
386,C773,Bob,24/01/2016,High,SKU738,4,3.85,0.09,0.7,Regular Air,Wrap Bag,26/01/2016
21890,C030,Richard,24/01/2016,Not Specified,SKU483,44,11.58,0.06,6.97,Regular Air,Small Box,26/01/2016
33091,C648,Bob,25/01/2016,High,SKU563,24,9.99,0.02,11.59,Regular Air,Small Box,27/01/2016
25095,C112,John,25/01/2016,Low,SKU473,18,39.98,0.06,9.83,Regular Air,Small Box,30/01/2016
25095,C112,John,25/01/2016,Low,SKU1108,41,115.99,0.08,56.14,Delivery Truck,Jumbo Drum,25/01/2016
24388,C266,Bob,26/01/2016,Critical,SKU1080,15,549.99,0,49,Delivery Truck,Jumbo Drum,27/01/2016
49601,C497,Bob,26/01/2016,Low,SKU055,15,113.98,0.01,30,Delivery Truck,Jumbo Drum,2/02/2016
51974,C778,John,26/01/2016,High,SKU306,10,123.38,0.05,24.49,Regular Air,Large Box,27/01/2016
51974,C778,Bob,26/01/2016,High,SKU358,2,8.6,0.05,6.19,Regular Air,Small Box,27/01/2016
52199,C006,Richard,26/01/2016,Medium,SKU461,19,4.82,0.05,5.24,Regular Air,Small Box,27/01/2016
15106,C238,Richard,27/01/2016,Not Specified,SKU169,42,6.64,0.03,4.95,Regular Air,Small Pack,29/01/2016
15106,C238,Richard,27/01/2016,Not Specified,SKU1123,39,145.45,0.06,17.85,Delivery Truck,Jumbo Drum,27/01/2016
15106,C238,John,27/01/2016,Not Specified,SKU791,35,2.21,0.03,1.12,Regular Air,Wrap Bag,29/01/2016
24960,C186,John,27/01/2016,High,SKU987,48,34.98,0.01,7.53,Express Air,Small Box,28/01/2016
24960,C186,John,27/01/2016,High,SKU580,37,37.94,0,5.08,Regular Air,Wrap Bag,28/01/2016
24960,C186,John,27/01/2016,High,SKU728,18,6.48,0.03,5.87,Regular Air,Small Box,29/01/2016
24960,C186,Bob,27/01/2016,High,SKU1140,35,200.99,0.04,4.2,Regular Air,Small Box,28/01/2016
59652,C044,Bob,27/01/2016,Medium,SKU1180,17,20.99,0.05,0.99,Regular Air,Small Pack,29/01/2016
59047,C088,Bob,28/01/2016,Not Specified,SKU1034,10,28.48,0.09,1.99,Regular Air,Small Pack,28/01/2016
59047,C088,Richard,28/01/2016,Not Specified,SKU137,26,4.14,0.06,6.6,Regular Air,Small Box,30/01/2016
26529,C604,Bob,28/01/2016,Low,SKU1125,41,297.64,0.08,14.7,Delivery Truck,Jumbo Drum,1/02/2016
26529,C604,Bob,28/01/2016,Low,SKU589,17,11.34,0.05,11.25,Regular Air,Small Box,1/02/2016
24640,C593,Richard,29/01/2016,Medium,SKU055,12,113.98,0.06,30,Delivery Truck,Jumbo Drum,30/01/2016
30151,C424,Bob,29/01/2016,Not Specified,SKU408,31,24.92,0.02,12.98,Regular Air,Small Box,31/01/2016
8480,C647,Bob,29/01/2016,High,SKU694,11,6.48,0.07,8.74,Regular Air,Small Box,31/01/2016
8480,C647,Richard,29/01/2016,High,SKU1253,3,125.99,0.09,7.69,Regular Air,Small Box,31/01/2016
59139,C332,John,29/01/2016,Critical,SKU329,12,70.97,0.05,3.5,Regular Air,Small Box,30/01/2016
59139,C332,John,29/01/2016,Critical,SKU451,38,5.34,0.09,2.99,Regular Air,Small Box,30/01/2016
21760,C574,Richard,30/01/2016,Not Specified,SKU150,9,7.38,0.08,5.21,Regular Air,Small Box,31/01/2016
52482,C313,Bob,31/01/2016,Critical,SKU272,21,40.98,0.06,5.33,Express Air,Small Box,31/01/2016
52482,C313,John,31/01/2016,Critical,SKU163,30,22.23,0,3.63,Regular Air,Small Pack,2/02/2016
27430,C051,John,31/01/2016,High,SKU203,3,105.98,0.08,13.99,Regular Air,Medium Box,1/02/2016
27430,C051,Bob,31/01/2016,High,SKU824,12,7.08,0.1,2.35,Regular Air,Wrap Bag,1/02/2016
8802,C732,Richard,31/01/2016,Medium,SKU306,15,123.38,0.07,24.49,Regular Air,Large Box,2/02/2016
58981,C736,Richard,31/01/2016,High,SKU279,28,46.89,0.07,5.1,Regular Air,Medium Box,2/02/2016
55075,C462,John,1/02/2016,Critical,SKU049,21,25.98,0.08,14.36,Delivery Truck,Jumbo Drum,4/02/2016
21956,C562,Richard,1/02/2016,High,SKU1155,2,65.99,0.02,8.99,Regular Air,Small Box,3/02/2016
31140,C730,Richard,1/02/2016,Critical,SKU507,4,3.08,0.03,0.99,Regular Air,Small Box,2/02/2016
24160,C031,Richard,1/02/2016,Medium,SKU1248,44,95.99,0.06,4.9,Regular Air,Small Box,2/02/2016
6791,C466,John,1/02/2016,Medium,SKU1089,14,51.98,0.1,10.17,Express Air,Medium Box,3/02/2016
33958,C498,Bob,2/02/2016,Critical,SKU1197,27,20.99,0.1,3.3,Regular Air,Small Pack,4/02/2016
33958,C498,John,2/02/2016,Critical,SKU759,14,25.99,0.09,5.37,Regular Air,Small Box,4/02/2016
45543,C229,Richard,2/02/2016,Low,SKU252,16,70.89,0.01,89.3,Delivery Truck,Jumbo Box,6/02/2016
12326,C776,Bob,2/02/2016,Critical,SKU197,4,29.34,0.05,57.87,Regular Air,Small Box,4/02/2016
21639,C761,Bob,2/02/2016,Not Specified,SKU442,24,5.94,0.07,9.92,Regular Air,Small Box,4/02/2016
21639,C761,John,2/02/2016,Not Specified,SKU140,3,39.98,0.01,9.2,Regular Air,Wrap Bag,3/02/2016
21639,C761,Richard,2/02/2016,Not Specified,SKU156,38,194.3,0.02,11.54,Regular Air,Large Box,2/02/2016
21639,C761,John,2/02/2016,Not Specified,SKU907,23,6.98,0.07,9.69,Regular Air,Small Box,2/02/2016
45059,C767,Richard,3/02/2016,Not Specified,SKU806,35,37.74,0.05,2.9,Express Air,Small Pack,4/02/2016
45059,C767,Bob,3/02/2016,Not Specified,SKU920,39,95.43,0.09,19.99,Express Air,Small Box,5/02/2016
38784,C497,Bob,3/02/2016,Medium,SKU526,50,6.3,0.09,0.5,Regular Air,Small Box,5/02/2016
21057,C417,Bob,3/02/2016,Low,SKU974,28,39.48,0.04,1.99,Regular Air,Small Pack,10/02/2016
45059,C767,John,3/02/2016,Not Specified,SKU988,4,30.42,0.04,8.65,Regular Air,Small Box,5/02/2016
40102,C024,John,3/02/2016,Medium,SKU325,46,8.67,0.06,3.5,Express Air,Small Box,5/02/2016
34978,C131,Richard,4/02/2016,High,SKU440,49,3.52,0.08,6.83,Regular Air,Small Box,6/02/2016
50949,C320,Richard,4/02/2016,Medium,SKU862,32,2.18,0.09,0.78,Express Air,Wrap Bag,5/02/2016
50949,C320,Bob,4/02/2016,Medium,SKU1236,46,125.99,0.08,8.8,Regular Air,Small Box,6/02/2016
32484,C792,John,4/02/2016,Not Specified,SKU044,9,300.98,0.1,64.73,Delivery Truck,Jumbo Drum,5/02/2016
14503,C118,Bob,5/02/2016,Not Specified,SKU444,14,30.56,0.02,2.99,Express Air,Small Box,6/02/2016
41926,C324,Richard,5/02/2016,High,SKU729,17,6.48,0.08,5.14,Regular Air,Small Box,6/02/2016
41926,C324,John,5/02/2016,High,SKU935,43,34.76,0,8.22,Regular Air,Small Box,5/02/2016
11719,C436,Bob,5/02/2016,Not Specified,SKU1101,3,500.97,0.06,69.3,Delivery Truck,Jumbo Drum,6/02/2016
11719,C436,Richard,5/02/2016,Not Specified,SKU752,30,21.38,0.09,8.99,Regular Air,Small Pack,5/02/2016
11719,C436,Bob,5/02/2016,Not Specified,SKU1234,17,28.99,0.01,8.59,Regular Air,Medium Box,5/02/2016
29028,C487,John,5/02/2016,Critical,SKU1098,43,400.97,0.08,14.7,Delivery Truck,Jumbo Drum,7/02/2016
21155,C555,John,5/02/2016,High,SKU656,4,19.98,0.07,5.97,Regular Air,Small Box,6/02/2016
29767,C278,John,5/02/2016,High,SKU318,48,90.24,0.06,0.99,Regular Air,Small Box,6/02/2016
32007,C766,John,5/02/2016,Low,SKU230,41,417.4,0.06,75.23,Delivery Truck,Jumbo Box,9/02/2016
46307,C397,Bob,6/02/2016,Medium,SKU732,32,19.98,0.05,5.77,Regular Air,Small Box,6/02/2016
46307,C397,John,6/02/2016,Medium,SKU948,27,42.76,0.01,6.22,Regular Air,Small Box,9/02/2016
2053,C759,Bob,6/02/2016,Critical,SKU050,39,500.98,0.01,126,Delivery Truck,Jumbo Drum,7/02/2016
2053,C759,Richard,6/02/2016,Critical,SKU1171,7,140.99,0.08,4.2,Regular Air,Small Box,8/02/2016
27622,C540,Bob,6/02/2016,Medium,SKU237,4,320.64,0.09,43.57,Delivery Truck,Jumbo Box,7/02/2016
30497,C715,Bob,6/02/2016,Critical,SKU433,34,20.98,0.03,8.83,Express Air,Small Box,8/02/2016
30497,C715,John,6/02/2016,Critical,SKU663,31,5.98,0.06,5.35,Regular Air,Small Box,8/02/2016
54882,C562,John,6/02/2016,Critical,SKU534,17,4.98,0.02,0.49,Regular Air,Small Box,9/02/2016
54882,C562,Richard,6/02/2016,Critical,SKU768,2,36.55,0.03,13.89,Regular Air,Wrap Bag,8/02/2016
43110,C520,Bob,6/02/2016,High,SKU698,3,4.98,0,5.02,Regular Air,Small Box,6/02/2016
43110,C520,Richard,6/02/2016,High,SKU1072,1,3499.99,0.05,24.49,Regular Air,Large Box,8/02/2016
56711,C777,Bob,6/02/2016,Low,SKU617,25,48.04,0.01,7.23,Regular Air,Small Box,11/02/2016
12066,C230,Richard,6/02/2016,Medium,SKU1151,27,200.99,0.1,8.08,Regular Air,Small Box,7/02/2016
57633,C709,Richard,6/02/2016,High,SKU089,12,30.93,0.09,3.92,Express Air,Small Pack,7/02/2016
39270,C315,Richard,6/02/2016,High,SKU839,11,5.81,0.07,3.37,Regular Air,Wrap Bag,6/02/2016
29953,C113,Richard,7/02/2016,Critical,SKU339,42,14.45,0.02,7.17,Regular Air,Small Box,10/02/2016
21824,C206,Richard,7/02/2016,Low,SKU128,37,90.98,0.04,56.2,Express Air,Medium Box,14/02/2016
31046,C271,Bob,7/02/2016,Critical,SKU1244,42,110.99,0.08,2.5,Regular Air,Small Box,8/02/2016
31046,C271,Bob,7/02/2016,Critical,SKU872,35,6.84,0.02,4.42,Regular Air,Small Pack,10/02/2016
34881,C135,Richard,7/02/2016,Medium,SKU369,37,4.98,0.01,4.95,Regular Air,Small Box,9/02/2016
1637,C020,Richard,7/02/2016,Not Specified,SKU892,36,35.48,0.1,35,Express Air,Large Box,7/02/2016
1637,C020,Bob,7/02/2016,Not Specified,SKU1059,10,99.99,0.07,19.99,Regular Air,Small Box,7/02/2016
1637,C020,John,7/02/2016,Not Specified,SKU758,47,30.98,0.08,8.99,Regular Air,Small Pack,9/02/2016
22532,C131,John,8/02/2016,Critical,SKU406,13,8.85,0.03,5.6,Regular Air,Small Box,8/02/2016
57922,C318,Richard,8/02/2016,Critical,SKU866,50,6.84,0.04,8.37,Regular Air,Small Pack,8/02/2016
15300,C124,John,8/02/2016,High,SKU554,42,5.28,0.05,5.06,Express Air,Small Box,10/02/2016
15428,C705,John,9/02/2016,Critical,SKU976,50,29.1,0.09,4,Express Air,Small Box,10/02/2016
15428,C705,John,9/02/2016,Critical,SKU1222,10,110.99,0.01,8.99,Regular Air,Small Box,12/02/2016
51461,C313,John,10/02/2016,Not Specified,SKU202,43,19.99,0.07,11.17,Regular Air,Large Box,12/02/2016
33764,C769,Richard,10/02/2016,Critical,SKU824,31,7.08,0.01,2.35,Regular Air,Wrap Bag,11/02/2016
49892,C090,Richard,10/02/2016,Low,SKU310,26,4.48,0.02,49,Regular Air,Large Box,10/02/2016
21989,C461,John,10/02/2016,Low,SKU147,9,12.07,0.03,6.2,Regular Air,Wrap Bag,10/02/2016
21989,C461,Richard,10/02/2016,Low,SKU1210,35,125.99,0.04,4.2,Regular Air,Small Box,10/02/2016
28773,C549,Richard,10/02/2016,Low,SKU1195,48,55.99,0.05,5,Regular Air,Small Pack,17/02/2016
33764,C769,John,10/02/2016,Critical,SKU930,4,120.33,0,19.99,Regular Air,Small Box,12/02/2016
33764,C769,Bob,10/02/2016,Critical,SKU1255,6,205.99,0.06,8.99,Express Air,Small Box,11/02/2016
6403,C393,Richard,11/02/2016,Low,SKU952,41,419.19,0,19.99,Regular Air,Small Box,13/02/2016
18244,C151,John,11/02/2016,Critical,SKU061,1,140.81,0,24.49,Regular Air,Large Box,13/02/2016
34243,C761,Richard,11/02/2016,High,SKU146,10,8.75,0.08,8.54,Regular Air,Small Pack,13/02/2016
34243,C761,John,11/02/2016,High,SKU553,40,7.28,0.04,11.15,Express Air,Small Box,12/02/2016
34243,C761,Richard,11/02/2016,High,SKU892,35,35.48,0.02,35,Regular Air,Large Box,13/02/2016
46562,C048,John,12/02/2016,Not Specified,SKU223,35,145.98,0.01,46.2,Delivery Truck,Jumbo Box,14/02/2016
45156,C482,John,12/02/2016,Low,SKU317,30,20.48,0.01,6.32,Regular Air,Small Box,12/02/2016
45156,C482,Richard,12/02/2016,Low,SKU453,35,6.75,0.07,2.99,Regular Air,Small Box,19/02/2016
45156,C482,John,12/02/2016,Low,SKU510,14,12.53,0.08,0.5,Regular Air,Small Box,17/02/2016
59045,C141,Bob,13/02/2016,Critical,SKU436,30,4.55,0.05,1.49,Regular Air,Small Box,15/02/2016
9537,C363,Bob,13/02/2016,Not Specified,SKU006,6,150.98,0.1,66.27,Delivery Truck,Jumbo Box,15/02/2016
9537,C363,Richard,13/02/2016,Not Specified,SKU334,43,3.81,0.01,5.44,Regular Air,Small Box,15/02/2016
49763,C099,Bob,13/02/2016,Critical,SKU492,8,5.68,0.02,1.39,Regular Air,Small Box,14/02/2016
49763,C099,Bob,13/02/2016,Critical,SKU231,6,348.21,0,84.84,Delivery Truck,Jumbo Box,13/02/2016
