Order ID,Customer ID,SalesPerson,Order Date,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Shipping Amount,Ship Mode,Product Container,Ship Date
5601,C295,John,4/01/2017,High,SKU092,10,12.22,0.1,2.85,Regular Air,Small Pack,5/01/2017
52516,C684,John,4/01/2017,High,SKU1103,50,119.99,0.08,56.14,Delivery Truck,Jumbo Box,4/01/2017
52516,C684,John,4/01/2017,High,SKU871,19,10.23,0.08,4.68,Express Air,Small Pack,7/01/2017
25442,C304,Bob,4/01/2017,High,SKU619,32,55.48,0.08,4.85,Regular Air,Small Box,6/01/2017
16036,C322,John,4/01/2017,Medium,SKU894,28,80.98,0.09,35,Regular Air,Large Box,5/01/2017
25442,C304,John,4/01/2017,High,SKU612,40,11.34,0.02,5.01,Regular Air,Small Box,6/01/2017
16036,C322,Richard,4/01/2017,Medium,SKU379,28,5.81,0.05,8.49,Regular Air,Small Box,6/01/2017
16036,C322,Bob,4/01/2017,Medium,SKU1216,10,155.99,0.07,8.08,Regular Air,Small Box,5/01/2017
16036,C322,Richard,4/01/2017,Medium,SKU940,33,17.7,0.1,9.47,Regular Air,Small Box,5/01/2017
4800,C517,Richard,4/01/2017,Low,SKU382,4,8.04,0.05,8.94,Regular Air,Small Box,11/01/2017
4800,C517,Bob,4/01/2017,Low,SKU515,17,4.91,0.01,0.5,Regular Air,Small Box,11/01/2017
4800,C517,John,4/01/2017,Low,SKU779,7,11.55,0.07,2.36,Regular Air,Wrap Bag,9/01/2017
56645,C323,John,5/01/2017,Low,SKU680,46,30.98,0.02,17.08,Regular Air,Small Box,5/01/2017
56645,C323,Richard,5/01/2017,Low,SKU231,42,348.21,0.07,40.19,Delivery Truck,Jumbo Box,7/01/2017
57698,C591,John,5/01/2017,Critical,SKU309,10,7.77,0.05,9.23,Regular Air,Small Box,6/01/2017
57698,C591,Bob,5/01/2017,Critical,SKU314,13,363.25,0.04,19.99,Regular Air,Small Box,7/01/2017
54115,C111,Richard,6/01/2017,Low,SKU284,24,4.37,0.01,5.15,Regular Air,Small Box,11/01/2017
54115,C111,Bob,6/01/2017,Low,SKU369,39,4.98,0.03,4.95,Regular Air,Small Box,11/01/2017
45284,C650,Bob,6/01/2017,High,SKU750,7,11.66,0,8.99,Regular Air,Small Pack,7/01/2017
5409,C235,Richard,7/01/2017,Low,SKU600,11,3.98,0.01,2.97,Regular Air,Wrap Bag,12/01/2017
14726,C623,Richard,7/01/2017,Low,SKU986,15,20.95,0.07,4,Regular Air,Small Box,7/01/2017
26818,C234,Bob,7/01/2017,Not Specified,SKU406,23,8.85,0.05,5.6,Regular Air,Small Box,8/01/2017
26818,C234,Bob,7/01/2017,Not Specified,SKU326,5,11.97,0.01,4.98,Express Air,Small Box,9/01/2017
26818,C234,Richard,7/01/2017,Not Specified,SKU344,36,7.3,0.1,7.72,Regular Air,Small Box,8/01/2017
42886,C449,John,7/01/2017,Medium,SKU527,42,3.75,0.02,0.5,Regular Air,Small Box,9/01/2017
59456,C414,Richard,7/01/2017,Low,SKU310,30,4.48,0.06,49,Regular Air,Large Box,7/01/2017
7042,C216,Bob,7/01/2017,Medium,SKU233,4,376.13,0.07,85.63,Delivery Truck,Jumbo Box,9/01/2017
54307,C458,Richard,7/01/2017,High,SKU336,41,4.91,0.08,5.68,Regular Air,Small Box,8/01/2017
54307,C458,John,7/01/2017,High,SKU210,15,14.89,0.01,13.56,Regular Air,Large Box,8/01/2017
54307,C458,Bob,7/01/2017,High,SKU242,14,280.98,0.04,35.67,Delivery Truck,Jumbo Box,8/01/2017
14820,C526,Richard,8/01/2017,High,SKU1203,39,7.99,0.04,5.03,Express Air,Medium Box,10/01/2017
48704,C438,John,8/01/2017,High,SKU1154,11,125.99,0.01,8.99,Regular Air,Small Box,9/01/2017
51424,C769,Richard,8/01/2017,Not Specified,SKU856,48,2.62,0.1,0.8,Regular Air,Wrap Bag,9/01/2017
51424,C769,Bob,8/01/2017,Not Specified,SKU944,5,16.74,0.05,7.04,Regular Air,Small Box,10/01/2017
34662,C203,Richard,9/01/2017,Critical,SKU949,35,370.98,0.09,99,Delivery Truck,Jumbo Drum,11/01/2017
44033,C437,Bob,9/01/2017,Critical,SKU221,45,124.49,0.03,51.94,Delivery Truck,Jumbo Box,11/01/2017
10053,C182,Bob,9/01/2017,High,SKU1029,31,4.89,0,4.93,Regular Air,Small Pack,12/01/2017
10053,C182,John,9/01/2017,High,SKU251,44,150.98,0,39.25,Delivery Truck,Jumbo Box,11/01/2017
18275,C331,Bob,9/01/2017,Low,SKU153,25,13.4,0.07,4.95,Regular Air,Small Pack,13/01/2017
51970,C027,Richard,10/01/2017,Not Specified,SKU1108,1,115.99,0.06,56.14,Delivery Truck,Jumbo Drum,12/01/2017
22663,C489,John,10/01/2017,Low,SKU051,35,280.98,0.07,57,Delivery Truck,Jumbo Drum,10/01/2017
22663,C489,John,10/01/2017,Low,SKU1105,15,500.98,0.08,28.14,Delivery Truck,Jumbo Drum,15/01/2017
44036,C013,John,10/01/2017,High,SKU782,40,5.84,0.01,1.2,Express Air,Wrap Bag,12/01/2017
59969,C248,John,10/01/2017,High,SKU469,42,9.9,0.01,1.39,Regular Air,Small Box,12/01/2017
59969,C248,Richard,10/01/2017,High,SKU927,16,15.7,0,11.25,Regular Air,Small Box,11/01/2017
54786,C494,Richard,10/01/2017,Not Specified,SKU961,30,13.48,0.08,4.51,Regular Air,Small Box,12/01/2017
47879,C737,Richard,10/01/2017,Critical,SKU557,19,9.11,0.08,2.15,Regular Air,Wrap Bag,11/01/2017
21382,C036,Bob,11/01/2017,Critical,SKU643,27,4.98,0,7.44,Regular Air,Small Box,14/01/2017
5382,C540,Bob,11/01/2017,Low,SKU191,30,8.98,0.05,4.19,Regular Air,Small Pack,18/01/2017
7783,C279,John,11/01/2017,Medium,SKU406,3,8.85,0.03,5.6,Regular Air,Small Box,12/01/2017
21382,C036,Richard,11/01/2017,Critical,SKU044,21,300.98,0.04,64.73,Delivery Truck,Jumbo Drum,13/01/2017
21382,C036,Bob,11/01/2017,Critical,SKU1024,11,29.99,0.08,5.5,Regular Air,Small Box,13/01/2017
292,C782,Bob,11/01/2017,High,SKU469,43,9.9,0.08,1.39,Regular Air,Small Box,12/01/2017
28485,C307,Bob,11/01/2017,High,SKU796,12,4.28,0.07,0.94,Regular Air,Wrap Bag,11/01/2017
51269,C549,Richard,11/01/2017,High,SKU371,2,8.69,0,2.99,Regular Air,Small Box,12/01/2017
51269,C549,Bob,11/01/2017,Critical,SKU195,20,22.98,0.08,7.58,Regular Air,Small Box,12/01/2017
52068,C610,Richard,12/01/2017,Not Specified,SKU450,31,5.28,0.04,2.99,Regular Air,Small Box,12/01/2017
52068,C610,John,12/01/2017,Not Specified,SKU1126,47,517.48,0.01,16.63,Delivery Truck,Jumbo Box,12/01/2017
52068,C610,Richard,12/01/2017,Not Specified,SKU014,21,58.14,0.07,36.61,Delivery Truck,Jumbo Box,13/01/2017
52068,C610,Richard,12/01/2017,Not Specified,SKU049,17,25.98,0.07,14.36,Delivery Truck,Jumbo Drum,14/01/2017
6501,C057,Bob,12/01/2017,High,SKU719,35,6.48,0.06,6.74,Regular Air,Small Box,14/01/2017
6501,C057,Richard,12/01/2017,High,SKU1253,46,125.99,0.09,7.69,Regular Air,Small Box,14/01/2017
22914,C005,Bob,12/01/2017,Critical,SKU295,30,11.7,0.07,6.96,Regular Air,Medium Box,13/01/2017
36357,C171,Richard,13/01/2017,Not Specified,SKU1077,38,449.99,0.01,49,Delivery Truck,Jumbo Drum,14/01/2017
13027,C293,Richard,14/01/2017,Critical,SKU594,42,6.78,0.03,6.18,Regular Air,Small Box,16/01/2017
16807,C619,Richard,14/01/2017,Medium,SKU590,48,35.44,0.08,4.92,Regular Air,Small Box,15/01/2017
16807,C619,John,14/01/2017,Medium,SKU569,30,7.4,0.09,1.71,Regular Air,Wrap Bag,16/01/2017
3685,C548,Bob,15/01/2017,Medium,SKU804,29,3.28,0,5,Regular Air,Wrap Bag,16/01/2017
29573,C526,Richard,15/01/2017,Critical,SKU659,43,18.97,0.05,9.54,Regular Air,Small Box,17/01/2017
23268,C618,Richard,15/01/2017,High,SKU657,5,48.04,0.02,5.79,Regular Air,Small Box,17/01/2017
23268,C618,John,15/01/2017,High,SKU595,14,3.6,0.09,2.2,Express Air,Wrap Bag,17/01/2017
29090,C553,Bob,15/01/2017,Medium,SKU513,24,4.13,0.02,0.99,Regular Air,Small Box,16/01/2017
29090,C553,Richard,15/01/2017,Medium,SKU957,36,10.48,0.02,6.91,Regular Air,Small Box,15/01/2017
9632,C034,Richard,15/01/2017,Low,SKU411,33,120.98,0.09,9.07,Regular Air,Small Box,19/01/2017
52837,C411,Bob,17/01/2017,Critical,SKU919,32,193.17,0.08,19.99,Regular Air,Small Box,19/01/2017
51044,C465,Richard,17/01/2017,Low,SKU469,17,9.9,0.1,1.39,Regular Air,Small Box,17/01/2017
51044,C465,Richard,17/01/2017,Low,SKU038,26,50.98,0.07,14.19,Delivery Truck,Jumbo Drum,21/01/2017
51044,C465,Bob,17/01/2017,Low,SKU741,19,5.84,0.01,0.83,Regular Air,Wrap Bag,24/01/2017
15491,C532,Richard,17/01/2017,Medium,SKU1260,5,205.99,0.01,2.5,Regular Air,Small Box,17/01/2017
42753,C055,Bob,17/01/2017,Medium,SKU1259,45,115.99,0.1,3,Regular Air,Small Box,19/01/2017
11969,C343,Bob,18/01/2017,Not Specified,SKU895,16,110.98,0.08,35,Regular Air,Large Box,19/01/2017
11969,C343,Richard,18/01/2017,Not Specified,SKU235,9,212.6,0.03,110.2,Delivery Truck,Jumbo Box,20/01/2017
11969,C343,Richard,18/01/2017,Not Specified,SKU257,42,349.45,0.1,60,Delivery Truck,Jumbo Drum,20/01/2017
50433,C365,Richard,18/01/2017,Critical,SKU1123,50,145.45,0.1,17.85,Delivery Truck,Jumbo Drum,20/01/2017
33956,C003,Bob,18/01/2017,Low,SKU189,13,7.59,0,4,Regular Air,Wrap Bag,20/01/2017
33285,C532,Bob,18/01/2017,High,SKU942,5,12.28,0.01,6.13,Regular Air,Small Box,19/01/2017
8034,C227,Bob,18/01/2017,High,SKU327,31,10.98,0.01,3.99,Regular Air,Small Box,18/01/2017
8034,C227,Bob,18/01/2017,High,SKU743,13,16.99,0.02,8.99,Regular Air,Small Pack,19/01/2017
8034,C227,Bob,18/01/2017,High,SKU246,36,44.43,0.08,46.59,Delivery Truck,Jumbo Box,20/01/2017
6886,C514,John,18/01/2017,High,SKU929,46,178.47,0.08,19.99,Regular Air,Small Box,19/01/2017
6016,C706,Richard,19/01/2017,High,SKU573,19,11.48,0.07,5.43,Regular Air,Small Box,19/01/2017
19617,C345,John,19/01/2017,Low,SKU1137,38,23.99,0.03,6.3,Regular Air,Medium Box,21/01/2017
19617,C345,Bob,19/01/2017,Low,SKU1256,3,65.99,0.07,8.99,Regular Air,Small Box,19/01/2017
38690,C696,Richard,19/01/2017,Low,SKU1137,28,23.99,0.02,6.3,Regular Air,Medium Box,23/01/2017
29223,C317,John,19/01/2017,High,SKU050,48,500.98,0.04,26,Delivery Truck,Jumbo Drum,21/01/2017
55618,C111,Bob,20/01/2017,Medium,SKU1179,48,35.99,0.04,1.25,Regular Air,Small Pack,21/01/2017
11428,C089,John,20/01/2017,Medium,SKU497,16,90.48,0,19.99,Regular Air,Small Box,20/01/2017
40706,C581,Richard,20/01/2017,Medium,SKU516,40,2.61,0.08,0.5,Express Air,Small Box,21/01/2017
28582,C021,Richard,21/01/2017,Not Specified,SKU1063,40,39.24,0.06,1.99,Express Air,Small Pack,22/01/2017
28582,C021,John,21/01/2017,Not Specified,SKU597,45,8.01,0.02,2.87,Regular Air,Wrap Bag,22/01/2017
9761,C759,Bob,21/01/2017,Not Specified,SKU1113,2,90.97,0.04,14,Delivery Truck,Jumbo Drum,22/01/2017
9761,C759,Richard,21/01/2017,Not Specified,SKU599,23,5.98,0.08,7.15,Regular Air,Small Box,23/01/2017
44549,C092,John,21/01/2017,Medium,SKU438,5,2.08,0.08,1.49,Regular Air,Small Box,22/01/2017
6373,C223,John,22/01/2017,Not Specified,SKU328,1,60.97,0.01,4.5,Regular Air,Small Box,23/01/2017
41441,C764,John,22/01/2017,Medium,SKU336,41,4.91,0,5.68,Regular Air,Small Box,23/01/2017
2688,C741,Bob,22/01/2017,High,SKU1201,31,85.99,0.1,1.25,Regular Air,Small Pack,23/01/2017
2688,C741,Bob,22/01/2017,High,SKU1044,7,20.97,0.09,6.5,Regular Air,Small Box,23/01/2017
2688,C741,Richard,22/01/2017,High,SKU1247,11,155.99,0.01,3.9,Regular Air,Small Box,24/01/2017
46243,C489,Bob,23/01/2017,Low,SKU558,31,18.97,0.02,9.03,Express Air,Small Box,25/01/2017
46243,C489,Bob,23/01/2017,Low,SKU795,1,2.88,0.03,0.7,Regular Air,Wrap Bag,28/01/2017
46243,C489,Bob,23/01/2017,Low,SKU816,31,5.84,0.05,1,Regular Air,Wrap Bag,30/01/2017
44647,C656,Bob,23/01/2017,Low,SKU050,47,500.98,0.06,26,Delivery Truck,Jumbo Drum,23/01/2017
44647,C656,John,23/01/2017,Low,SKU942,24,12.28,0.05,6.13,Regular Air,Small Box,27/01/2017
26053,C187,Bob,23/01/2017,Low,SKU558,48,18.97,0.07,9.03,Express Air,Small Box,23/01/2017
54177,C489,Bob,24/01/2017,Critical,SKU455,12,42.8,0.1,2.99,Regular Air,Small Box,24/01/2017
54177,C489,John,24/01/2017,Critical,SKU715,25,6.48,0.1,7.37,Regular Air,Small Box,26/01/2017
26759,C096,Bob,24/01/2017,Not Specified,SKU463,30,7.84,0.03,4.71,Regular Air,Small Box,26/01/2017
48003,C199,Richard,25/01/2017,Medium,SKU1005,30,5.98,0.05,4.38,Regular Air,Small Pack,27/01/2017
48003,C199,Bob,25/01/2017,Medium,SKU165,12,6.48,0.04,9.68,Regular Air,Small Pack,27/01/2017
32966,C717,Richard,25/01/2017,Low,SKU1099,4,270.97,0.08,28.06,Delivery Truck,Jumbo Drum,1/02/2017
32966,C717,Bob,25/01/2017,Low,SKU825,43,1.6,0.01,1.29,Regular Air,Wrap Bag,29/01/2017
28129,C580,John,25/01/2017,Medium,SKU637,5,19.98,0.05,5.86,Regular Air,Small Box,26/01/2017
45984,C353,John,26/01/2017,Medium,SKU802,27,2.94,0.01,0.96,Regular Air,Wrap Bag,28/01/2017
36418,C647,Richard,26/01/2017,Not Specified,SKU353,33,6.23,0.08,6.97,Express Air,Small Box,27/01/2017
31170,C732,John,26/01/2017,Medium,SKU1062,32,10.13,0.09,1.99,Regular Air,Small Pack,28/01/2017
4804,C435,John,26/01/2017,High,SKU1016,13,33.98,0,1.99,Regular Air,Small Pack,27/01/2017
41760,C269,John,26/01/2017,Low,SKU403,21,315.98,0.04,19.99,Regular Air,Small Box,31/01/2017
41760,C269,John,26/01/2017,Low,SKU149,22,9.98,0,12.52,Regular Air,Small Box,2/02/2017
41760,C269,John,26/01/2017,Low,SKU1162,7,115.99,0.08,2.5,Regular Air,Small Box,31/01/2017
41760,C269,Bob,26/01/2017,Low,SKU1158,40,95.99,0.05,8.99,Regular Air,Small Box,31/01/2017
36484,C123,John,27/01/2017,Critical,SKU1241,41,65.99,0.01,3.9,Express Air,Small Box,28/01/2017
46852,C688,John,27/01/2017,Not Specified,SKU987,46,34.98,0.02,7.53,Express Air,Small Box,29/01/2017
46852,C688,Bob,27/01/2017,Not Specified,SKU1029,44,4.89,0.01,4.93,Regular Air,Small Pack,28/01/2017
8070,C635,Bob,27/01/2017,Medium,SKU818,14,40.97,0,8.99,Regular Air,Small Pack,28/01/2017
3168,C359,John,28/01/2017,Low,SKU185,14,5.28,0.04,3.96,Regular Air,Wrap Bag,2/02/2017
9925,C143,John,29/01/2017,Critical,SKU362,43,41.94,0.1,2.99,Express Air,Small Box,1/02/2017
9925,C143,John,29/01/2017,Critical,SKU450,17,5.28,0.07,2.99,Regular Air,Small Box,31/01/2017
9925,C143,Richard,29/01/2017,Critical,SKU752,31,21.38,0.02,8.99,Regular Air,Small Pack,31/01/2017
20003,C703,Richard,29/01/2017,Medium,SKU979,39,19.98,0.05,4,Regular Air,Small Box,30/01/2017
9253,C196,Bob,29/01/2017,Critical,SKU175,36,46.94,0.05,6.77,Regular Air,Small Box,31/01/2017
20003,C703,John,29/01/2017,Medium,SKU1191,5,35.99,0.09,0.99,Regular Air,Small Pack,31/01/2017
53795,C673,John,29/01/2017,High,SKU623,40,6.48,0.1,6.22,Express Air,Small Box,30/01/2017
53795,C673,John,29/01/2017,High,SKU1170,21,195.99,0.05,4.2,Regular Air,Small Box,31/01/2017
44167,C377,Richard,29/01/2017,Critical,SKU933,23,142.86,0.08,19.99,Regular Air,Small Box,30/01/2017
20256,C651,Richard,30/01/2017,Low,SKU932,24,20.89,0.01,11.52,Regular Air,Small Box,4/02/2017
41312,C397,John,30/01/2017,Not Specified,SKU974,21,39.48,0.05,1.99,Regular Air,Small Pack,31/01/2017
54020,C364,Richard,30/01/2017,Low,SKU618,35,18.97,0.05,5.21,Regular Air,Small Box,3/02/2017
54020,C364,Bob,30/01/2017,Low,SKU711,43,6.48,0.09,6.86,Regular Air,Small Box,4/02/2017
57280,C227,Richard,30/01/2017,Medium,SKU706,44,6.48,0.03,10.05,Express Air,Small Box,31/01/2017
58113,C038,John,31/01/2017,High,SKU412,48,7.68,0.07,6.16,Regular Air,Small Box,2/02/2017
58113,C038,Richard,31/01/2017,High,SKU1140,12,200.99,0.05,4.2,Express Air,Small Box,2/02/2017
34470,C790,Bob,31/01/2017,Critical,SKU007,31,100.98,0.08,57.38,Delivery Truck,Jumbo Box,1/02/2017
6757,C114,John,31/01/2017,Medium,SKU935,27,34.76,0.1,8.22,Regular Air,Small Box,2/02/2017
6757,C114,Bob,31/01/2017,Medium,SKU256,11,286.85,0.1,61.76,Delivery Truck,Jumbo Box,1/02/2017
50148,C659,Bob,31/01/2017,Medium,SKU1129,9,1938.02,0,13.99,Regular Air,Medium Box,2/02/2017
41345,C486,John,1/02/2017,Medium,SKU858,36,1.88,0.04,0.79,Regular Air,Wrap Bag,1/02/2017
22916,C608,John,1/02/2017,Medium,SKU706,18,6.48,0.04,10.05,Regular Air,Small Box,2/02/2017
8832,C307,Richard,1/02/2017,Low,SKU158,39,17.67,0.1,8.99,Regular Air,Small Pack,5/02/2017
32513,C032,Bob,1/02/2017,Low,SKU388,23,165.98,0.03,19.99,Regular Air,Small Box,6/02/2017
32513,C032,Richard,1/02/2017,Low,SKU825,40,1.6,0.01,1.29,Regular Air,Wrap Bag,6/02/2017
39813,C766,John,1/02/2017,Critical,SKU714,48,6.48,0.03,6.6,Regular Air,Small Box,2/02/2017
40100,C673,Bob,3/02/2017,Low,SKU732,47,19.98,0,5.77,Regular Air,Small Box,7/02/2017
7072,C513,Richard,3/02/2017,Critical,SKU406,29,8.85,0.07,5.6,Regular Air,Small Box,3/02/2017
16549,C199,Richard,4/02/2017,Not Specified,SKU210,22,3.28,0.06,3.97,Regular Air,Large Box,6/02/2017
16548,C210,John,4/02/2017,Not Specified,SKU255,40,71.37,0.04,69,Regular Air,Large Box,6/02/2017
50567,C790,John,4/02/2017,Medium,SKU069,22,70.98,0.1,30,Delivery Truck,Jumbo Drum,5/02/2017
40098,C232,Bob,4/02/2017,Low,SKU416,46,11.5,0,7.19,Regular Air,Small Box,6/02/2017
40098,C232,Bob,4/02/2017,Low,SKU610,50,9.68,0,2.03,Regular Air,Wrap Bag,8/02/2017
34083,C067,John,4/02/2017,Not Specified,SKU1200,29,55.99,0.02,5,Express Air,Small Pack,4/02/2017
58978,C450,Bob,5/02/2017,Low,SKU650,13,5.98,0.09,5.15,Regular Air,Small Box,12/02/2017
2755,C351,John,5/02/2017,Not Specified,SKU425,30,24.95,0.03,2.99,Regular Air,Small Box,5/02/2017
2755,C351,John,5/02/2017,Not Specified,SKU632,50,6.48,0,5.86,Regular Air,Small Box,5/02/2017
16866,C605,Bob,5/02/2017,Not Specified,SKU1237,43,65.99,0.06,3.99,Regular Air,Small Box,6/02/2017
24448,C660,Richard,5/02/2017,High,SKU241,46,236.97,0.05,59.24,Delivery Truck,Jumbo Box,7/02/2017
27909,C552,Bob,6/02/2017,Critical,SKU661,1,54.96,0.09,10.75,Regular Air,Small Box,8/02/2017
27909,C552,John,6/02/2017,Critical,SKU843,47,1.26,0.07,0.7,Regular Air,Wrap Bag,9/02/2017
28390,C142,John,6/02/2017,High,SKU198,44,20.28,0.1,6.68,Regular Air,Small Box,8/02/2017
11683,C290,John,6/02/2017,Not Specified,SKU1209,28,65.99,0.03,5.99,Regular Air,Small Box,6/02/2017
8224,C390,John,6/02/2017,Not Specified,SKU815,41,2.21,0.03,1,Regular Air,Wrap Bag,8/02/2017
50822,C133,Bob,6/02/2017,Medium,SKU077,6,276.2,0.1,24.49,Regular Air,Large Box,7/02/2017
50822,C133,John,6/02/2017,Medium,SKU1017,37,8.12,0.01,2.83,Express Air,Small Pack,7/02/2017
34117,C769,John,6/02/2017,High,SKU453,45,6.75,0.06,2.99,Regular Air,Small Box,8/02/2017
27109,C069,John,7/02/2017,Critical,SKU1040,48,10.97,0.01,6.5,Regular Air,Small Box,9/02/2017
37763,C013,Richard,7/02/2017,Not Specified,SKU442,29,5.94,0.1,9.92,Regular Air,Small Box,8/02/2017
37763,C013,Bob,7/02/2017,Not Specified,SKU1167,24,65.99,0.1,2.5,Regular Air,Small Box,8/02/2017
27557,C647,John,7/02/2017,Low,SKU533,18,2.88,0.02,5.33,Regular Air,Small Box,12/02/2017
43906,C780,Bob,7/02/2017,High,SKU1022,50,73.98,0.04,14.52,Regular Air,Small Box,8/02/2017
23140,C504,Richard,7/02/2017,High,SKU171,18,99.23,0.05,8.99,Regular Air,Small Pack,9/02/2017
23140,C504,Bob,7/02/2017,High,SKU824,16,7.08,0.02,2.35,Regular Air,Wrap Bag,7/02/2017
28198,C305,John,7/02/2017,Medium,SKU1141,50,175.99,0,8.99,Regular Air,Small Box,8/02/2017
51111,C265,Bob,8/02/2017,Not Specified,SKU1144,1,65.99,0.02,5.92,Regular Air,Small Box,10/02/2017
4162,C029,Bob,8/02/2017,Low,SKU919,2,193.17,0.1,19.99,Regular Air,Small Box,12/02/2017
11239,C361,Richard,8/02/2017,Critical,SKU227,33,179.29,0.03,29.21,Delivery Truck,Jumbo Box,10/02/2017
29507,C667,Richard,8/02/2017,Low,SKU242,14,280.98,0.04,35.67,Delivery Truck,Jumbo Box,10/02/2017
29507,C667,Richard,8/02/2017,Low,SKU1194,41,35.99,0.05,1.1,Regular Air,Small Box,13/02/2017
50784,C164,Richard,9/02/2017,High,SKU1051,20,32.98,0.04,5.5,Regular Air,Small Box,10/02/2017
35492,C353,Bob,9/02/2017,Medium,SKU190,36,12.64,0.02,4.98,Express Air,Small Pack,11/02/2017
30599,C529,Richard,9/02/2017,Not Specified,SKU611,23,4.76,0.05,0.88,Regular Air,Wrap Bag,11/02/2017
33414,C615,John,9/02/2017,Not Specified,SKU780,9,4.13,0.03,1.17,Regular Air,Wrap Bag,9/02/2017
10917,C024,John,9/02/2017,Critical,SKU1139,14,115.99,0.09,5.99,Express Air,Small Box,11/02/2017
8007,C521,Bob,10/02/2017,Low,SKU1239,5,205.99,0.09,8.99,Regular Air,Small Box,10/02/2017
54981,C074,Richard,10/02/2017,High,SKU414,31,31.74,0.03,12.62,Regular Air,Small Box,11/02/2017
56514,C701,Richard,10/02/2017,Low,SKU396,3,30.98,0.02,11.63,Regular Air,Small Box,17/02/2017
56514,C701,Bob,10/02/2017,Low,SKU674,35,4.98,0.02,7.54,Regular Air,Small Box,17/02/2017
8007,C521,Richard,10/02/2017,Low,SKU1084,35,99.99,0.09,19.99,Regular Air,Small Box,10/02/2017
18500,C758,John,10/02/2017,Medium,SKU014,44,58.14,0.08,36.61,Delivery Truck,Jumbo Box,11/02/2017
18500,C758,John,10/02/2017,Medium,SKU1051,30,32.98,0.02,5.5,Regular Air,Small Box,11/02/2017
18500,C758,John,10/02/2017,Medium,SKU894,30,80.98,0.01,35,Regular Air,Large Box,12/02/2017
13157,C218,John,10/02/2017,Medium,SKU1138,2,20.99,0.07,4.81,Regular Air,Medium Box,11/02/2017
17093,C353,Bob,10/02/2017,Not Specified,SKU037,50,95.98,0.1,58.2,Delivery Truck,Jumbo Drum,12/02/2017
10593,C669,Richard,11/02/2017,High,SKU1006,27,15.98,0.05,8.99,Regular Air,Small Pack,12/02/2017
10593,C669,Bob,11/02/2017,High,SKU178,26,27.42,0.05,19.46,Regular Air,Small Box,13/02/2017
14272,C791,Bob,11/02/2017,Medium,SKU274,32,80.98,0.07,4.5,Regular Air,Small Box,13/02/2017
38661,C247,John,11/02/2017,High,SKU714,48,6.48,0.04,6.6,Regular Air,Small Box,12/02/2017
38661,C247,John,11/02/2017,High,SKU1191,6,35.99,0.09,0.99,Regular Air,Small Pack,14/02/2017
